"";"X";"ISO";"country";"group";"com_code";"com_name";"com_group";"harvest_production";"storage_transport";"processing";"distribution";"final_consumption"
"21618";21618;"TUN";"Tunisia";"NAWCA";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";41,25;15;30;11,25;9
"21619";21619;"TUN";"Tunisia";"NAWCA";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21620";21620;"TUN";"Tunisia";"NAWCA";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21621";21621;"TUN";"Tunisia";"NAWCA";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21622";21622;"TUN";"Tunisia";"NAWCA";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21623";21623;"TUN";"Tunisia";"NAWCA";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21624";21624;"TUN";"Tunisia";"NAWCA";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21625";21625;"TUN";"Tunisia";"NAWCA";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"21626";21626;"TUN";"Tunisia";"NAWCA";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"21627";21627;"TUN";"Tunisia";"NAWCA";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"21628";21628;"TUN";"Tunisia";"NAWCA";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21629";21629;"TUN";"Tunisia";"NAWCA";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21630";21630;"TUN";"Tunisia";"NAWCA";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21631";21631;"TUN";"Tunisia";"NAWCA";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21632";21632;"TUN";"Tunisia";"NAWCA";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21633";21633;"TUN";"Tunisia";"NAWCA";"c053";"Jute";"Fibre crops";0;0;0;0;0
"21634";21634;"TUN";"Tunisia";"NAWCA";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"21635";21635;"TUN";"Tunisia";"NAWCA";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"21636";21636;"TUN";"Tunisia";"NAWCA";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"21637";21637;"TUN";"Tunisia";"NAWCA";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"21638";21638;"TUN";"Tunisia";"NAWCA";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"21639";21639;"TUN";"Tunisia";"NAWCA";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"21640";21640;"TUN";"Tunisia";"NAWCA";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"21641";21641;"TUN";"Tunisia";"NAWCA";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"21642";21642;"TUN";"Tunisia";"NAWCA";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"21643";21643;"TUN";"Tunisia";"NAWCA";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"21644";21644;"TUN";"Tunisia";"NAWCA";"c064";"Palm kernels";"Oil crops";0;0;12;1,5;1,5
"21645";21645;"TUN";"Tunisia";"NAWCA";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;3;3;9
"21646";21646;"TUN";"Tunisia";"NAWCA";"c066";"Molasses";"Sugar, sweeteners";0;0;3;3;9
"21647";21647;"TUN";"Tunisia";"NAWCA";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;3;3;9
"21648";21648;"TUN";"Tunisia";"NAWCA";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;3;3;9
"21649";21649;"TUN";"Tunisia";"NAWCA";"c069";"Soyabean Oil";"Vegetable oils";0;0;12;1,5;1,5
"21650";21650;"TUN";"Tunisia";"NAWCA";"c070";"Groundnut Oil";"Vegetable oils";0;0;12;1,5;1,5
"21651";21651;"TUN";"Tunisia";"NAWCA";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"21652";21652;"TUN";"Tunisia";"NAWCA";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;12;1,5;1,5
"21653";21653;"TUN";"Tunisia";"NAWCA";"c073";"Cottonseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"21654";21654;"TUN";"Tunisia";"NAWCA";"c074";"Palmkernel Oil";"Vegetable oils";0;0;12;1,5;1,5
"21655";21655;"TUN";"Tunisia";"NAWCA";"c075";"Palm Oil";"Vegetable oils";0;0;12;1,5;1,5
"21656";21656;"TUN";"Tunisia";"NAWCA";"c076";"Coconut Oil";"Vegetable oils";0;0;12;1,5;1,5
"21657";21657;"TUN";"Tunisia";"NAWCA";"c077";"Sesameseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"21658";21658;"TUN";"Tunisia";"NAWCA";"c078";"Olive Oil";"Vegetable oils";0;0;12;1,5;1,5
"21659";21659;"TUN";"Tunisia";"NAWCA";"c079";"Ricebran Oil";"Vegetable oils";0;0;12;1,5;1,5
"21660";21660;"TUN";"Tunisia";"NAWCA";"c080";"Maize Germ Oil";"Vegetable oils";0;0;12;1,5;1,5
"21661";21661;"TUN";"Tunisia";"NAWCA";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;12;1,5;1,5
"21662";21662;"TUN";"Tunisia";"NAWCA";"c082";"Soyabean Cake";"Oil cakes";0;0;12;1,5;1,5
"21663";21663;"TUN";"Tunisia";"NAWCA";"c083";"Groundnut Cake";"Oil cakes";0;0;12;1,5;1,5
"21664";21664;"TUN";"Tunisia";"NAWCA";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;12;1,5;1,5
"21665";21665;"TUN";"Tunisia";"NAWCA";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;12;1,5;1,5
"21666";21666;"TUN";"Tunisia";"NAWCA";"c086";"Cottonseed Cake";"Oil cakes";0;0;12;1,5;1,5
"21667";21667;"TUN";"Tunisia";"NAWCA";"c087";"Palmkernel Cake";"Oil cakes";0;0;12;1,5;1,5
"21668";21668;"TUN";"Tunisia";"NAWCA";"c088";"Copra Cake";"Oil cakes";0;0;12;1,5;1,5
"21669";21669;"TUN";"Tunisia";"NAWCA";"c089";"Sesameseed Cake";"Oil cakes";0;0;12;1,5;1,5
"21670";21670;"TUN";"Tunisia";"NAWCA";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;12;1,5;1,5
"21671";21671;"TUN";"Tunisia";"NAWCA";"c091";"Wine";"Alcohol";0;0;12;1,5;1,5
"21672";21672;"TUN";"Tunisia";"NAWCA";"c092";"Beer";"Alcohol";0;0;12;1,5;1,5
"21673";21673;"TUN";"Tunisia";"NAWCA";"c093";"Beverages, Fermented";"Alcohol";0;0;12;1,5;1,5
"21674";21674;"TUN";"Tunisia";"NAWCA";"c094";"Beverages, Alcoholic";"Alcohol";0;0;12;1,5;1,5
"21675";21675;"TUN";"Tunisia";"NAWCA";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"21676";21676;"TUN";"Tunisia";"NAWCA";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"21677";21677;"TUN";"Tunisia";"NAWCA";"c097";"Cattle";"Live animals";0;0;0;0;0
"21678";21678;"TUN";"Tunisia";"NAWCA";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"21679";21679;"TUN";"Tunisia";"NAWCA";"c099";"Sheep";"Live animals";0;0;0;0;0
"21680";21680;"TUN";"Tunisia";"NAWCA";"c100";"Goats";"Live animals";0;0;0;0;0
"21681";21681;"TUN";"Tunisia";"NAWCA";"c101";"Pigs";"Live animals";0;0;0;0;0
"21682";21682;"TUN";"Tunisia";"NAWCA";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"21683";21683;"TUN";"Tunisia";"NAWCA";"c103";"Horses";"Live animals";0;0;0;0;0
"21684";21684;"TUN";"Tunisia";"NAWCA";"c104";"Asses";"Live animals";0;0;0;0;0
"21685";21685;"TUN";"Tunisia";"NAWCA";"c105";"Mules";"Live animals";0;0;0;0;0
"21686";21686;"TUN";"Tunisia";"NAWCA";"c106";"Camels";"Live animals";0;0;0;0;0
"21687";21687;"TUN";"Tunisia";"NAWCA";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"21688";21688;"TUN";"Tunisia";"NAWCA";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"21689";21689;"TUN";"Tunisia";"NAWCA";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"21690";21690;"TUN";"Tunisia";"NAWCA";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"21691";21691;"TUN";"Tunisia";"NAWCA";"c111";"Milk - Excluding Butter";"Milk";5,25;9;3;6;1,5
"21692";21692;"TUN";"Tunisia";"NAWCA";"c112";"Butter, Ghee";"Milk";5,25;9;3;6;1,5
"21693";21693;"TUN";"Tunisia";"NAWCA";"c113";"Eggs";"Eggs";12;0;0,15;2,25;0,75
"21694";21694;"TUN";"Tunisia";"NAWCA";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"21695";21695;"TUN";"Tunisia";"NAWCA";"c115";"Bovine Meat";"Meat";15;0,6;7,5;3,75;6
"21696";21696;"TUN";"Tunisia";"NAWCA";"c116";"Mutton & Goat Meat";"Meat";22,5;0,6;7,5;3,75;6
"21697";21697;"TUN";"Tunisia";"NAWCA";"c117";"Pigmeat";"Meat";12;0,69;7,5;3,75;6
"21698";21698;"TUN";"Tunisia";"NAWCA";"c118";"Poultry Meat";"Meat";12;2,7;7,5;3,75;6
"21699";21699;"TUN";"Tunisia";"NAWCA";"c119";"Meat, Other";"Meat";11,25;0,3;7,5;3,75;6
"21700";21700;"TUN";"Tunisia";"NAWCA";"c120";"Offals, Edible";"Meat";11,25;0,3;7,5;3,75;6
"21701";21701;"TUN";"Tunisia";"NAWCA";"c121";"Fats, Animals, Raw";"Animal fats";11,25;0,3;7,5;3,75;6
"21702";21702;"TUN";"Tunisia";"NAWCA";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"21703";21703;"TUN";"Tunisia";"NAWCA";"c123";"Meat Meal";"Meat";11,25;0,3;7,5;3,75;6
"21704";21704;"TUN";"Tunisia";"NAWCA";"c124";"Pet food";"Meat";11,25;0,3;7,5;3,75;6
"21705";21705;"TUN";"Tunisia";"NAWCA";"c125";"Honey";"Honey";22,5;9;12;1,5;1,5
"21706";21706;"TUN";"Tunisia";"NAWCA";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"21707";21707;"TUN";"Tunisia";"NAWCA";"c127";"Fish, Seafood";"Fish";9,9;7,5;13,5;6;1,5
"21708";21708;"TUN";"Tunisia";"NAWCA";"c128";"Wood fuel";"Wood";0;0;0;0;0
"21709";21709;"TUN";"Tunisia";"NAWCA";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"21710";21710;"TUN";"Tunisia";"NAWCA";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"21711";21711;"TUR";"Turkey";"NAWCA";"c001";"Rice (Milled Equivalent)";"Cereals";9;12;7;3;9
"21712";21712;"TUR";"Turkey";"NAWCA";"c002";"Wheat and products";"Cereals";9;12;7;3;9
"21713";21713;"TUR";"Turkey";"NAWCA";"c003";"Barley and products";"Cereals";9;12;7;3;9
"21714";21714;"TUR";"Turkey";"NAWCA";"c004";"Maize and products";"Cereals";9;12;7;3;9
"21715";21715;"TUR";"Turkey";"NAWCA";"c005";"Rye and products";"Cereals";9;12;7;3;9
"21716";21716;"TUR";"Turkey";"NAWCA";"c006";"Oats";"Cereals";9;12;7;3;9
"21717";21717;"TUR";"Turkey";"NAWCA";"c007";"Millet and products";"Cereals";9;12;7;3;9
"21718";21718;"TUR";"Turkey";"NAWCA";"c008";"Sorghum and products";"Cereals";9;12;7;3;9
"21719";21719;"TUR";"Turkey";"NAWCA";"c009";"Cereals, Other";"Cereals";9;12;7;3;9
"21720";21720;"TUR";"Turkey";"NAWCA";"c010";"Potatoes and products";"Roots and tubers";9;15;18;1,5;4,5
"21721";21721;"TUR";"Turkey";"NAWCA";"c011";"Cassava and products";"Roots and tubers";9;15;18;1,5;4,5
"21722";21722;"TUR";"Turkey";"NAWCA";"c012";"Sweet potatoes";"Roots and tubers";9;15;18;1,5;4,5
"21723";21723;"TUR";"Turkey";"NAWCA";"c013";"Roots, Other";"Roots and tubers";9;15;18;1,5;4,5
"21724";21724;"TUR";"Turkey";"NAWCA";"c014";"Yams";"Roots and tubers";9;15;18;1,5;4,5
"21725";21725;"TUR";"Turkey";"NAWCA";"c015";"Sugar cane";"Sugar crops";9;12;3;3;9
"21726";21726;"TUR";"Turkey";"NAWCA";"c016";"Sugar beet";"Sugar crops";9;15;18;1,5;4,5
"21727";21727;"TUR";"Turkey";"NAWCA";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21728";21728;"TUR";"Turkey";"NAWCA";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21729";21729;"TUR";"Turkey";"NAWCA";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21730";21730;"TUR";"Turkey";"NAWCA";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21731";21731;"TUR";"Turkey";"NAWCA";"c021";"Soyabeans";"Oil crops";22,5;9;12;1,5;1,5
"21732";21732;"TUR";"Turkey";"NAWCA";"c022";"Groundnuts (Shelled Eq)";"Oil crops";22,5;9;12;1,5;1,5
"21733";21733;"TUR";"Turkey";"NAWCA";"c023";"Sunflower seed";"Oil crops";22,5;9;12;1,5;1,5
"21734";21734;"TUR";"Turkey";"NAWCA";"c024";"Rape and Mustardseed";"Oil crops";22,5;9;12;1,5;1,5
"21735";21735;"TUR";"Turkey";"NAWCA";"c025";"Seed cotton";"Oil crops";22,5;9;12;1,5;1,5
"21736";21736;"TUR";"Turkey";"NAWCA";"c026";"Coconuts - Incl Copra";"Oil crops";22,5;9;12;1,5;1,5
"21737";21737;"TUR";"Turkey";"NAWCA";"c027";"Sesame seed";"Oil crops";22,5;9;12;1,5;1,5
"21738";21738;"TUR";"Turkey";"NAWCA";"c028";"Oil, palm fruit";"Oil crops";22,5;9;12;1,5;1,5
"21739";21739;"TUR";"Turkey";"NAWCA";"c029";"Olives (including preserved)";"Oil crops";22,5;9;12;1,5;1,5
"21740";21740;"TUR";"Turkey";"NAWCA";"c030";"Oilcrops, Other";"Oil crops";22,5;9;12;1,5;1,5
"21741";21741;"TUR";"Turkey";"NAWCA";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21742";21742;"TUR";"Turkey";"NAWCA";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21743";21743;"TUR";"Turkey";"NAWCA";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21744";21744;"TUR";"Turkey";"NAWCA";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21745";21745;"TUR";"Turkey";"NAWCA";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21746";21746;"TUR";"Turkey";"NAWCA";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21747";21747;"TUR";"Turkey";"NAWCA";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21748";21748;"TUR";"Turkey";"NAWCA";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";41,25;15;30;11,25;9
"21749";21749;"TUR";"Turkey";"NAWCA";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21750";21750;"TUR";"Turkey";"NAWCA";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21751";21751;"TUR";"Turkey";"NAWCA";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21752";21752;"TUR";"Turkey";"NAWCA";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21753";21753;"TUR";"Turkey";"NAWCA";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21754";21754;"TUR";"Turkey";"NAWCA";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"21755";21755;"TUR";"Turkey";"NAWCA";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"21756";21756;"TUR";"Turkey";"NAWCA";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"21757";21757;"TUR";"Turkey";"NAWCA";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"21758";21758;"TUR";"Turkey";"NAWCA";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21759";21759;"TUR";"Turkey";"NAWCA";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21760";21760;"TUR";"Turkey";"NAWCA";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21761";21761;"TUR";"Turkey";"NAWCA";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21762";21762;"TUR";"Turkey";"NAWCA";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"21763";21763;"TUR";"Turkey";"NAWCA";"c053";"Jute";"Fibre crops";0;0;0;0;0
"21764";21764;"TUR";"Turkey";"NAWCA";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"21765";21765;"TUR";"Turkey";"NAWCA";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"21766";21766;"TUR";"Turkey";"NAWCA";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"21767";21767;"TUR";"Turkey";"NAWCA";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"21768";21768;"TUR";"Turkey";"NAWCA";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"21769";21769;"TUR";"Turkey";"NAWCA";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"21770";21770;"TUR";"Turkey";"NAWCA";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"21771";21771;"TUR";"Turkey";"NAWCA";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"21772";21772;"TUR";"Turkey";"NAWCA";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"21773";21773;"TUR";"Turkey";"NAWCA";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"21774";21774;"TUR";"Turkey";"NAWCA";"c064";"Palm kernels";"Oil crops";0;0;12;1,5;1,5
"21775";21775;"TUR";"Turkey";"NAWCA";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;3;3;9
"21776";21776;"TUR";"Turkey";"NAWCA";"c066";"Molasses";"Sugar, sweeteners";0;0;3;3;9
"21777";21777;"TUR";"Turkey";"NAWCA";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;3;3;9
"21778";21778;"TUR";"Turkey";"NAWCA";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;3;3;9
"21779";21779;"TUR";"Turkey";"NAWCA";"c069";"Soyabean Oil";"Vegetable oils";0;0;12;1,5;1,5
"21780";21780;"TUR";"Turkey";"NAWCA";"c070";"Groundnut Oil";"Vegetable oils";0;0;12;1,5;1,5
"21781";21781;"TUR";"Turkey";"NAWCA";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"21782";21782;"TUR";"Turkey";"NAWCA";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;12;1,5;1,5
"21783";21783;"TUR";"Turkey";"NAWCA";"c073";"Cottonseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"21784";21784;"TUR";"Turkey";"NAWCA";"c074";"Palmkernel Oil";"Vegetable oils";0;0;12;1,5;1,5
"21785";21785;"TUR";"Turkey";"NAWCA";"c075";"Palm Oil";"Vegetable oils";0;0;12;1,5;1,5
"21786";21786;"TUR";"Turkey";"NAWCA";"c076";"Coconut Oil";"Vegetable oils";0;0;12;1,5;1,5
"21787";21787;"TUR";"Turkey";"NAWCA";"c077";"Sesameseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"21788";21788;"TUR";"Turkey";"NAWCA";"c078";"Olive Oil";"Vegetable oils";0;0;12;1,5;1,5
"21789";21789;"TUR";"Turkey";"NAWCA";"c079";"Ricebran Oil";"Vegetable oils";0;0;12;1,5;1,5
"21790";21790;"TUR";"Turkey";"NAWCA";"c080";"Maize Germ Oil";"Vegetable oils";0;0;12;1,5;1,5
"21791";21791;"TUR";"Turkey";"NAWCA";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;12;1,5;1,5
"21792";21792;"TUR";"Turkey";"NAWCA";"c082";"Soyabean Cake";"Oil cakes";0;0;12;1,5;1,5
"21793";21793;"TUR";"Turkey";"NAWCA";"c083";"Groundnut Cake";"Oil cakes";0;0;12;1,5;1,5
"21794";21794;"TUR";"Turkey";"NAWCA";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;12;1,5;1,5
"21795";21795;"TUR";"Turkey";"NAWCA";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;12;1,5;1,5
"21796";21796;"TUR";"Turkey";"NAWCA";"c086";"Cottonseed Cake";"Oil cakes";0;0;12;1,5;1,5
"21797";21797;"TUR";"Turkey";"NAWCA";"c087";"Palmkernel Cake";"Oil cakes";0;0;12;1,5;1,5
"21798";21798;"TUR";"Turkey";"NAWCA";"c088";"Copra Cake";"Oil cakes";0;0;12;1,5;1,5
"21799";21799;"TUR";"Turkey";"NAWCA";"c089";"Sesameseed Cake";"Oil cakes";0;0;12;1,5;1,5
"21800";21800;"TUR";"Turkey";"NAWCA";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;12;1,5;1,5
"21801";21801;"TUR";"Turkey";"NAWCA";"c091";"Wine";"Alcohol";0;0;12;1,5;1,5
"21802";21802;"TUR";"Turkey";"NAWCA";"c092";"Beer";"Alcohol";0;0;12;1,5;1,5
"21803";21803;"TUR";"Turkey";"NAWCA";"c093";"Beverages, Fermented";"Alcohol";0;0;12;1,5;1,5
"21804";21804;"TUR";"Turkey";"NAWCA";"c094";"Beverages, Alcoholic";"Alcohol";0;0;12;1,5;1,5
"21805";21805;"TUR";"Turkey";"NAWCA";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"21806";21806;"TUR";"Turkey";"NAWCA";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"21807";21807;"TUR";"Turkey";"NAWCA";"c097";"Cattle";"Live animals";0;0;0;0;0
"21808";21808;"TUR";"Turkey";"NAWCA";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"21809";21809;"TUR";"Turkey";"NAWCA";"c099";"Sheep";"Live animals";0;0;0;0;0
"21810";21810;"TUR";"Turkey";"NAWCA";"c100";"Goats";"Live animals";0;0;0;0;0
"21811";21811;"TUR";"Turkey";"NAWCA";"c101";"Pigs";"Live animals";0;0;0;0;0
"21812";21812;"TUR";"Turkey";"NAWCA";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"21813";21813;"TUR";"Turkey";"NAWCA";"c103";"Horses";"Live animals";0;0;0;0;0
"21814";21814;"TUR";"Turkey";"NAWCA";"c104";"Asses";"Live animals";0;0;0;0;0
"21815";21815;"TUR";"Turkey";"NAWCA";"c105";"Mules";"Live animals";0;0;0;0;0
"21816";21816;"TUR";"Turkey";"NAWCA";"c106";"Camels";"Live animals";0;0;0;0;0
"21817";21817;"TUR";"Turkey";"NAWCA";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"21818";21818;"TUR";"Turkey";"NAWCA";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"21819";21819;"TUR";"Turkey";"NAWCA";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"21820";21820;"TUR";"Turkey";"NAWCA";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"21821";21821;"TUR";"Turkey";"NAWCA";"c111";"Milk - Excluding Butter";"Milk";5,25;9;3;6;1,5
"21822";21822;"TUR";"Turkey";"NAWCA";"c112";"Butter, Ghee";"Milk";5,25;9;3;6;1,5
"21823";21823;"TUR";"Turkey";"NAWCA";"c113";"Eggs";"Eggs";12;0;0,15;2,25;0,75
"21824";21824;"TUR";"Turkey";"NAWCA";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"21825";21825;"TUR";"Turkey";"NAWCA";"c115";"Bovine Meat";"Meat";15;0,6;7,5;3,75;6
"21826";21826;"TUR";"Turkey";"NAWCA";"c116";"Mutton & Goat Meat";"Meat";22,5;0,6;7,5;3,75;6
"21827";21827;"TUR";"Turkey";"NAWCA";"c117";"Pigmeat";"Meat";12;0,69;7,5;3,75;6
"21828";21828;"TUR";"Turkey";"NAWCA";"c118";"Poultry Meat";"Meat";12;2,7;7,5;3,75;6
"21829";21829;"TUR";"Turkey";"NAWCA";"c119";"Meat, Other";"Meat";11,25;0,3;7,5;3,75;6
"21830";21830;"TUR";"Turkey";"NAWCA";"c120";"Offals, Edible";"Meat";11,25;0,3;7,5;3,75;6
"21831";21831;"TUR";"Turkey";"NAWCA";"c121";"Fats, Animals, Raw";"Animal fats";11,25;0,3;7,5;3,75;6
"21832";21832;"TUR";"Turkey";"NAWCA";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"21833";21833;"TUR";"Turkey";"NAWCA";"c123";"Meat Meal";"Meat";11,25;0,3;7,5;3,75;6
"21834";21834;"TUR";"Turkey";"NAWCA";"c124";"Pet food";"Meat";11,25;0,3;7,5;3,75;6
"21835";21835;"TUR";"Turkey";"NAWCA";"c125";"Honey";"Honey";22,5;9;12;1,5;1,5
"21836";21836;"TUR";"Turkey";"NAWCA";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"21837";21837;"TUR";"Turkey";"NAWCA";"c127";"Fish, Seafood";"Fish";9,9;7,5;13,5;6;1,5
"21838";21838;"TUR";"Turkey";"NAWCA";"c128";"Wood fuel";"Wood";0;0;0;0;0
"21839";21839;"TUR";"Turkey";"NAWCA";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"21840";21840;"TUR";"Turkey";"NAWCA";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"21841";21841;"ARE";"United Arab Emirates";"NAWCA";"c001";"Rice (Milled Equivalent)";"Cereals";9;12;7;3;9
"21842";21842;"ARE";"United Arab Emirates";"NAWCA";"c002";"Wheat and products";"Cereals";9;12;7;3;9
"21843";21843;"ARE";"United Arab Emirates";"NAWCA";"c003";"Barley and products";"Cereals";9;12;7;3;9
"21844";21844;"ARE";"United Arab Emirates";"NAWCA";"c004";"Maize and products";"Cereals";9;12;7;3;9
